transaction_id,transaction_date,merchant_name,merchant_category,merchant_location,merchant_country,amount,merchant_logo_url,merchant_website,is_recurring,risk_score,is_high_value
b34e6aeb-b8a2-4d5a-a394-507934dfbb50,21:33.5,Walmart,Department Store,"2820 Russell Fields, North Michaelburgh, DC, Canada",CA,222.31,https://logo.clearbit.com/walmart.com,https://www.walmart.com,FALSE,0.59,FALSE
59ecd31e-81c6-4d08-9751-5c20d2f305c2,51:39.4,Best Buy,Electronics,"28240 Ruiz Way, New James, PA, Canada",CA,366.82,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,FALSE,0.83,TRUE
4dfe90f4-517f-45f4-803f-9e1a3526b12e,13:21.9,Netflix,Streaming Services,"04108 Chavez Unions Apt. 351, East Michaeltown, GU, Canada",CA,363.07,https://logo.clearbit.com/netflix.com,https://www.netflix.com,FALSE,0.48,TRUE
3c3ee3c8-86d7-4cfb-877a-791f10c60728,38:23.5,Best Buy,Electronics,"57228 Sandra Avenue Suite 415, Hawkinston, PA, Canada",CA,153.59,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,TRUE,0.76,FALSE
f841cea2-80b0-4142-aaaf-6ba5e2c3f916,38:59.1,Indigo,Bookstore,"28010 Garcia Heights, Johnland, RI, Canada",CA,58.39,https://logo.clearbit.com/indigo.ca,https://www.chapters.indigo.ca,FALSE,0.77,FALSE
5b09607b-358f-4e46-956f-dc6b7640da21,27:01.1,Uber,Transportation,"144 Peters Union, Robertsberg, OH, Canada",CA,203.37,https://logo.clearbit.com/uber.com,https://www.uber.com,TRUE,0.16,FALSE
39f66d38-760d-4358-82ab-7a384c6f49a6,37:18.6,Starbucks,Coffee Shops,"889 Andrew Forges, Tylerside, SD, Canada",CA,461.57,https://logo.clearbit.com/starbucks.com,https://www.starbucks.com,TRUE,0.95,TRUE
f2398cbc-5ce3-4995-9146-433e77f32d62,52:18.9,Uber,Transportation,"378 Elizabeth Court, Port Donna, VA, Canada",CA,377.17,https://logo.clearbit.com/uber.com,https://www.uber.com,TRUE,0.66,TRUE
c084772b-ca1a-4ec1-825a-9568a031b187,01:02.7,Walmart,Department Store,"3699 Luis Isle Suite 575, Heiditown, ND, Canada",CA,485.31,https://logo.clearbit.com/walmart.com,https://www.walmart.com,FALSE,0.79,TRUE
f978f34e-7076-4c18-a5c0-2c0fa87dc538,21:23.2,Starbucks,Coffee Shops,"069 Knight Causeway, Michaelberg, NC, Canada",CA,401.74,https://logo.clearbit.com/starbucks.com,https://www.starbucks.com,FALSE,0.4,TRUE
3eaef8b7-0990-43d6-88d7-c1d58d0b0cca,17:46.5,Apple,Technology,"61065 Stevens Fort Suite 457, North Raymondberg, NV, Canada",CA,5.42,https://logo.clearbit.com/apple.com,https://www.apple.com,TRUE,0.2,FALSE
663379a5-ed11-4a23-b478-84e9bc842459,16:34.1,Starbucks,Coffee Shops,"8149 Donald Forges, New Juanfort, VA, Canada",CA,154.13,https://logo.clearbit.com/starbucks.com,https://www.starbucks.com,TRUE,0.18,FALSE
a8d40103-a261-405d-99de-04c2130c192d,35:57.2,Loblaws,Grocery Store,"964 Turner Trail, Heathburgh, MD, Canada",CA,221.09,https://logo.clearbit.com/loblaws.ca,https://www.loblaws.ca,TRUE,0.15,FALSE
1eba65b8-5e37-4901-be2e-b694f4a11c60,21:37.8,Indigo,Bookstore,"423 Rachel Extensions, West William, WI, Canada",CA,423.61,https://logo.clearbit.com/indigo.ca,https://www.chapters.indigo.ca,FALSE,0,TRUE
ff08ac81-8132-4928-8552-2807795ed58e,53:48.9,Starbucks,Coffee Shops,"2415 Wright Well, Burkemouth, ND, Canada",CA,175.63,https://logo.clearbit.com/starbucks.com,https://www.starbucks.com,FALSE,0.55,FALSE
5afda714-241b-42ce-89dd-15bc19fd3878,52:45.8,Best Buy,Electronics,"9062 Hart Lane Apt. 242, Shannonbury, WV, Canada",CA,350.9,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,FALSE,0.67,TRUE
0dd32fc1-3643-48a7-a8d4-1a40d67982dd,41:56.0,Apple,Technology,"594 White Forges, West Danielleberg, NC, Canada",CA,354.58,https://logo.clearbit.com/apple.com,https://www.apple.com,TRUE,0.39,TRUE
9b818582-133c-4055-9769-8b5595252d1d,48:52.5,Tim Hortons,Coffee Shops,"0296 White Spurs, South Ericfort, LA, Canada",CA,382.71,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,TRUE,0.4,TRUE
49603d2f-ca43-4dfa-9443-3ca18b083c96,10:23.9,Tim Hortons,Coffee Shops,"04167 Rebecca Knolls, New Gregory, MO, Canada",CA,449.52,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,FALSE,0.6,TRUE
dde14259-6e27-4bf0-9cf1-5bfc88d0ad7a,25:49.3,Indigo,Bookstore,"0632 Walton Forge, Port Jerryburgh, NY, Canada",CA,40.47,https://logo.clearbit.com/indigo.ca,https://www.chapters.indigo.ca,FALSE,0.67,FALSE
fa7f5171-b7f7-4a86-9784-bbfe325a55d9,55:45.3,Uber,Transportation,"22061 Daniel Garden Apt. 359, South Cassandra, CO, Canada",CA,18.31,https://logo.clearbit.com/uber.com,https://www.uber.com,TRUE,0.77,FALSE
ed60676a-87eb-4003-bf2d-2f5578659a72,37:30.2,Tim Hortons,Coffee Shops,"02956 Nicholas Ferry, Nicholasview, UT, Canada",CA,184.33,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,TRUE,0.61,FALSE
d1307239-3789-463b-94dc-2ca82ec39654,19:04.9,Best Buy,Electronics,"9407 Jeremy Heights Suite 323, South Debramouth, NH, Canada",CA,457.72,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,TRUE,0.14,TRUE
a19064c7-42d1-477b-9392-0aae47d68077,51:04.9,Loblaws,Grocery Store,"5647 Massey Mills, Port Jodyport, WV, Canada",CA,26.9,https://logo.clearbit.com/loblaws.ca,https://www.loblaws.ca,FALSE,0.44,FALSE
d3263a03-7de9-44e0-b245-14146560a4a8,18:14.2,Tim Hortons,Coffee Shops,"77666 Brown Fall, Wongchester, CA, Canada",CA,195.11,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,TRUE,0.43,FALSE
52147a12-6fc2-4024-96a2-37ebb66b9e9c,46:17.9,Netflix,Streaming Services,"157 Richard Cliffs, East Davidland, TX, Canada",CA,158.99,https://logo.clearbit.com/netflix.com,https://www.netflix.com,FALSE,0.03,FALSE
417fcd07-b291-4c38-8d2f-fd8ba88e099f,57:13.3,Best Buy,Electronics,"870 Soto Neck Suite 353, East James, NM, Canada",CA,93.86,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,FALSE,0.68,FALSE
de7d0aea-e58f-4f0f-b4be-5c7e31e8c614,22:20.6,Amazon,Online Retail,"212 Cardenas Path Suite 856, South Christopher, LA, Canada",CA,235.14,https://logo.clearbit.com/amazon.com,https://www.amazon.com,TRUE,0.35,FALSE
ac4c2dc5-affe-4347-a8bc-dcc7dbbbf8ba,08:25.8,Amazon,Online Retail,"00037 Mejia Gardens Apt. 313, West Samuel, PA, Canada",CA,329.65,https://logo.clearbit.com/amazon.com,https://www.amazon.com,FALSE,0.8,TRUE
125640d2-b3de-44c9-8aa9-1119faf7879b,33:49.0,Walmart,Department Store,"9327 Garcia Shoals Apt. 765, West Paulahaven, DC, Canada",CA,84.64,https://logo.clearbit.com/walmart.com,https://www.walmart.com,TRUE,0.57,FALSE
516f2666-d6db-4c85-ab9a-2135c29249f9,47:09.6,Best Buy,Electronics,"0652 Long Ferry, Wallacebury, VI, Canada",CA,344.72,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,TRUE,0.49,TRUE
2931b0dd-85ca-4d08-9c8b-bdaf61c2138f,44:18.5,Best Buy,Electronics,"72455 Suzanne Gateway, Clementsstad, TX, Canada",CA,214.12,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,TRUE,0.3,FALSE
7f781543-270c-48bc-a61f-da20c481d6e2,22:06.6,Netflix,Streaming Services,"764 Dixon Radial Suite 224, Jeanville, AK, Canada",CA,372.32,https://logo.clearbit.com/netflix.com,https://www.netflix.com,TRUE,0.6,TRUE
dca1435b-cc68-4e6a-993e-716bc663f3b5,10:00.0,Apple,Technology,"0692 Murphy Place, Micheleberg, GU, Canada",CA,253.52,https://logo.clearbit.com/apple.com,https://www.apple.com,FALSE,0.71,TRUE
5a814f91-bf78-4fb2-9760-7764b9dce2f6,32:04.7,Indigo,Bookstore,"76729 Jodi Squares Apt. 979, West Gail, KY, Canada",CA,486.03,https://logo.clearbit.com/indigo.ca,https://www.chapters.indigo.ca,TRUE,0.79,TRUE
2dc8c757-638a-4eb9-b63a-c4c21d0f95eb,41:00.5,Best Buy,Electronics,"91465 Jacob Turnpike, West Patricia, NH, Canada",CA,268.2,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,FALSE,0.87,TRUE
330d8749-741c-4a37-aba9-9c6b546ad7da,50:09.3,Amazon,Online Retail,"5797 Nathaniel Way, Helenton, NH, Canada",CA,79.44,https://logo.clearbit.com/amazon.com,https://www.amazon.com,FALSE,0.95,FALSE
d80cdc91-c5ba-40e6-b9f5-8cd2b6de6a3b,14:39.8,Uber,Transportation,"982 Kelly Point, Port John, NV, Canada",CA,132.63,https://logo.clearbit.com/uber.com,https://www.uber.com,FALSE,0.43,FALSE
1d2f2d48-a35a-4645-a225-0ee54f2610c7,59:53.6,Apple,Technology,"094 Brown Locks, Rossmouth, AL, Canada",CA,144.45,https://logo.clearbit.com/apple.com,https://www.apple.com,TRUE,0.87,FALSE
195de834-e2f2-44b0-b3dd-577d0ffc641f,15:52.3,Apple,Technology,"328 Gonzalez Creek Apt. 220, Lake Ericaport, NY, Canada",CA,186.72,https://logo.clearbit.com/apple.com,https://www.apple.com,FALSE,0.25,FALSE
a4a9313d-acf8-47ef-b2fa-07bfffe06645,51:40.6,Tim Hortons,Coffee Shops,"4833 Rodney Mission, Johnsonhaven, GA, Canada",CA,339.12,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,TRUE,0.54,TRUE
5f1accb7-e371-40ab-a74c-a833441ba040,13:06.2,Starbucks,Coffee Shops,"1360 Bowman Glen Suite 692, New Triciachester, KY, Canada",CA,150.15,https://logo.clearbit.com/starbucks.com,https://www.starbucks.com,FALSE,0.02,FALSE
76c932d2-a88c-46c7-8486-fe06c0ee94ca,21:54.8,Tim Hortons,Coffee Shops,"32495 Rebecca Forge, Brendantown, CA, Canada",CA,152.35,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,TRUE,0.6,FALSE
b830806d-6a49-4d6e-8c77-090b72c84f19,26:26.1,Tim Hortons,Coffee Shops,"6175 Amber Causeway Apt. 889, West Jonathanland, AR, Canada",CA,367.29,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,FALSE,0.25,TRUE
1f905796-da92-4f13-a8f2-16950b4981b0,44:08.3,Amazon,Online Retail,"15668 Jones Forest Suite 381, Zacharyborough, NJ, Canada",CA,269.82,https://logo.clearbit.com/amazon.com,https://www.amazon.com,TRUE,0.73,TRUE
4fac46c4-4540-4c18-a7d9-d4dd5810b57c,21:17.7,Apple,Technology,"8030 Dakota Lodge Suite 647, South Marymouth, OH, Canada",CA,218.39,https://logo.clearbit.com/apple.com,https://www.apple.com,FALSE,0.35,FALSE
a2125d19-3225-4584-9394-8c2c14076f74,57:33.5,Apple,Technology,"027 Richard Rest, South Jacqueline, NE, Canada",CA,346.05,https://logo.clearbit.com/apple.com,https://www.apple.com,TRUE,0.92,TRUE
3be5449b-62a3-4e8d-9145-dfd685910c81,17:32.7,Indigo,Bookstore,"668 Rodriguez Port Suite 675, Lake James, MT, Canada",CA,286.69,https://logo.clearbit.com/indigo.ca,https://www.chapters.indigo.ca,TRUE,0.08,TRUE
d8589bbb-ad62-434a-bdae-0c2519345630,47:44.5,Tim Hortons,Coffee Shops,"505 Nicholas Glens, Dawnland, OR, Canada",CA,23.95,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,TRUE,0.38,FALSE
ffced507-e038-4d31-acfb-9e857a442a24,32:57.8,Amazon,Online Retail,"2853 Crane Gateway Apt. 426, Hopkinsville, NH, Canada",CA,172.2,https://logo.clearbit.com/amazon.com,https://www.amazon.com,FALSE,0.42,FALSE
30185e31-ab67-40fe-b3be-dff8b74b38c0,17:52.4,Walmart,Department Store,"8015 Hickman Meadow Suite 930, North Edward, NY, Canada",CA,96.05,https://logo.clearbit.com/walmart.com,https://www.walmart.com,FALSE,0.72,FALSE
7590f578-6fbd-435c-8309-92db5554aa41,44:22.8,Amazon,Online Retail,"2766 Jonathan Cliff, Lisaton, GA, Canada",CA,419.24,https://logo.clearbit.com/amazon.com,https://www.amazon.com,FALSE,0.97,TRUE
dfcb6310-88db-40ac-9016-d58b9f7d4afe,35:12.0,Loblaws,Grocery Store,"6130 Meyers Avenue Suite 207, New Michelle, PR, Canada",CA,287.59,https://logo.clearbit.com/loblaws.ca,https://www.loblaws.ca,FALSE,0.62,TRUE
5019ad21-6bf2-406b-b2e2-f74e7540c0bc,17:40.3,Indigo,Bookstore,"7711 Taylor Crossroad Suite 863, Port Carrietown, NV, Canada",CA,427.85,https://logo.clearbit.com/indigo.ca,https://www.chapters.indigo.ca,TRUE,0.69,TRUE
0aacfb21-8fe4-4da9-8f9e-0618df005191,57:52.5,Walmart,Department Store,"02423 Leonard Overpass, Lake Tamara, MI, Canada",CA,190.25,https://logo.clearbit.com/walmart.com,https://www.walmart.com,FALSE,0.22,FALSE
afcb93cd-8d38-4c30-a6dd-d66f1f854d01,40:32.4,Best Buy,Electronics,"771 Michael Springs Suite 165, Baileyfurt, MO, Canada",CA,141.02,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,TRUE,0.28,FALSE
37a46433-fbb5-4567-9efc-169d96e99b7a,37:12.4,Walmart,Department Store,"0996 James Tunnel Suite 009, Edwinport, DC, Canada",CA,304.29,https://logo.clearbit.com/walmart.com,https://www.walmart.com,TRUE,0.68,TRUE
c5e546f8-d9fb-4e14-a88c-0491d6776cca,04:54.3,Netflix,Streaming Services,"537 Susan Falls Apt. 191, Johntown, NH, Canada",CA,7.5,https://logo.clearbit.com/netflix.com,https://www.netflix.com,TRUE,0.02,FALSE
f55f5dcf-e5de-4e9c-a184-52259acf339a,12:26.6,Best Buy,Electronics,"3601 Vasquez Route Apt. 150, North Chadberg, MT, Canada",CA,330.32,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,FALSE,0.27,TRUE
d1711392-4df9-4124-be2f-56a12a34a727,09:42.3,Uber,Transportation,"65893 Kirk Junction, Boyerborough, IN, Canada",CA,396.18,https://logo.clearbit.com/uber.com,https://www.uber.com,FALSE,0.1,TRUE
9a07f915-50e5-425a-9d0c-282ce66da15c,55:58.1,Loblaws,Grocery Store,"7192 Justin Lodge, Hudsonview, MS, Canada",CA,13.95,https://logo.clearbit.com/loblaws.ca,https://www.loblaws.ca,FALSE,0.22,FALSE
3c7f5144-7387-4f35-b7bd-a3391f67fac8,14:03.6,Uber,Transportation,"643 Andrew Fords Apt. 726, Diazhaven, FL, Canada",CA,147.48,https://logo.clearbit.com/uber.com,https://www.uber.com,FALSE,0.59,FALSE
fc6a6607-c037-4c32-a2da-ac8d20a40352,43:16.7,Uber,Transportation,"9272 Smith Valleys Apt. 208, Beckland, ME, Canada",CA,167.73,https://logo.clearbit.com/uber.com,https://www.uber.com,FALSE,0.48,FALSE
5ce49029-4d84-44db-912e-b8649ead2f92,52:50.7,Indigo,Bookstore,"51908 Ramirez View Apt. 716, Lake Brian, SD, Canada",CA,11.22,https://logo.clearbit.com/indigo.ca,https://www.chapters.indigo.ca,FALSE,0.32,FALSE
cd096c24-abc6-4f91-8897-d937e8abb393,15:18.6,Apple,Technology,"56369 Lisa Corners, North Jennifershire, AR, Canada",CA,80.13,https://logo.clearbit.com/apple.com,https://www.apple.com,FALSE,0.21,FALSE
c54a80aa-71ad-42b0-bf4e-4e69ed41b79a,39:57.3,Starbucks,Coffee Shops,"87810 Nash Place, East Alisonbury, MA, Canada",CA,338.13,https://logo.clearbit.com/starbucks.com,https://www.starbucks.com,FALSE,0.4,TRUE
b12429eb-8d60-438d-85c2-4bf0b06cad48,09:41.2,Uber,Transportation,"58929 Christy Forks Apt. 437, Colemanbury, WI, Canada",CA,484.02,https://logo.clearbit.com/uber.com,https://www.uber.com,FALSE,0.56,TRUE
522b9f63-4810-4fb9-8b3d-3f0373d7f5aa,53:52.8,Tim Hortons,Coffee Shops,"081 Traci Spring, Meyerstad, PR, Canada",CA,46.13,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,FALSE,0.3,FALSE
9f7658a8-7230-4e34-b223-cc10351ece36,07:53.9,Tim Hortons,Coffee Shops,"4705 Charles Village Apt. 058, Lake Kimberly, IA, Canada",CA,228.49,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,FALSE,0.03,FALSE
92b5abf7-3e0d-46d9-a141-71a19d3f2ebb,46:06.2,Uber,Transportation,"3979 Irwin Court Apt. 426, South Yolanda, VA, Canada",CA,294.54,https://logo.clearbit.com/uber.com,https://www.uber.com,FALSE,0.56,TRUE
05d79ffe-bf9e-4735-86d4-9e1f7842780c,43:27.4,Best Buy,Electronics,"167 Mendoza Way, New Tylerfurt, VI, Canada",CA,497.93,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,TRUE,0.75,TRUE
bb450536-b2eb-4643-b0e9-895e2263e431,32:01.4,Netflix,Streaming Services,"3688 Johnson Stream, Kochburgh, NH, Canada",CA,280.44,https://logo.clearbit.com/netflix.com,https://www.netflix.com,FALSE,0.99,TRUE
9f504314-f1af-48b4-b8f4-a230b0d83270,04:31.1,Best Buy,Electronics,"226 Graham Passage, New Hollyborough, NV, Canada",CA,460.98,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,TRUE,0.38,TRUE
ab9a4422-8973-4307-955d-a56e59cfd5b6,18:44.0,Amazon,Online Retail,"5228 Steven Prairie, Port Louis, ND, Canada",CA,53.01,https://logo.clearbit.com/amazon.com,https://www.amazon.com,TRUE,0.21,FALSE
5a2c4f8b-04ac-47e3-9688-7a9ec4b386c7,12:12.0,Amazon,Online Retail,"9777 Ryan Rapids Suite 640, New Mike, WA, Canada",CA,287.52,https://logo.clearbit.com/amazon.com,https://www.amazon.com,TRUE,0.86,TRUE
71d78a0a-2aee-475a-a496-757631f2921b,24:47.4,Best Buy,Electronics,"14171 Rivera Plaza Apt. 912, Michellestad, AS, Canada",CA,277.28,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,FALSE,0.75,TRUE
3f1b0cbf-de04-433e-a203-74409f98ac92,40:49.8,Best Buy,Electronics,"14860 Morgan Lake Apt. 092, Josephburgh, NC, Canada",CA,450.73,https://logo.clearbit.com/bestbuy.ca,https://www.bestbuy.ca,FALSE,0.32,TRUE
fe97cc6d-6401-464d-8df5-c4563b911018,20:53.9,Tim Hortons,Coffee Shops,"7030 Brittany Brook Apt. 125, North Dawnfurt, MP, Canada",CA,316.99,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,FALSE,0.5,TRUE
9b3fde96-3ffb-4875-a54b-7e0e54f28f64,23:16.1,Indigo,Bookstore,"2906 Hernandez Falls Apt. 336, Port David, OH, Canada",CA,199.13,https://logo.clearbit.com/indigo.ca,https://www.chapters.indigo.ca,FALSE,0.49,FALSE
50bb89e1-c339-4255-80b3-32e6271f1a12,47:27.6,Apple,Technology,"07302 Floyd Lights, Taylorshire, NV, Canada",CA,146.71,https://logo.clearbit.com/apple.com,https://www.apple.com,FALSE,0.16,FALSE
e1756861-99de-40b8-9ca9-526e3718f53b,20:02.4,Starbucks,Coffee Shops,"405 Henson Spurs Apt. 446, Rachelfort, KS, Canada",CA,203.03,https://logo.clearbit.com/starbucks.com,https://www.starbucks.com,TRUE,0.53,FALSE
0e9fd11b-672d-44a3-a74d-7590481bf4fb,49:31.7,Tim Hortons,Coffee Shops,"735 King Landing Apt. 451, Oscarchester, MH, Canada",CA,382.65,https://logo.clearbit.com/timhortons.ca,https://www.timhortons.ca,TRUE,0.68,TRUE
